genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	chromosome_name	start_position	end_position
ENSG00000183960	38.9660627702544	-0.807280848679051	0.245658475570492	-3.28619172126793	0.0010155186476981	0.0124864536670441	KCNH8	3	19148510	19535642
ENSG00000114166	424.602789125992	0.284151826612379	0.0819462984219098	3.46753705883566	0.000525251311510721	0.00760917050772894	KAT2B	3	20040446	20154404
ENSG00000132967	2397.5993889349	-0.293001541099884	0.0899469366344507	-3.25749327395838	0.00112400922105881	0.0133639319574407	HMGB1P5	3	22381819	22382929
ENSG00000170142	2439.28279735864	0.147921030646699	0.0526079410208014	2.81176240271806	0.00492708838227413	0.0390983471095094	UBE2E1	3	23805955	23891640
ENSG00000077097	6692.37123050725	-0.122462925017073	0.0351372549530663	-3.48527297253726	0.000491635218750104	0.00729520973494291	TOP2B	3	25597984	25664907
ENSG00000151093	205.749760016513	-0.322414535553917	0.119200834066587	-2.70480100310214	0.00683453184930235	0.0491192275214232	OXSM	3	25782917	25794534
ENSG00000182973	863.956613904124	-0.246000636231495	0.0640541567714324	-3.84051010318208	0.000122778918865007	0.00259714110239475	CNOT10	3	32685145	32773875
ENSG00000173705	414.010308349045	-0.834982818123227	0.208947293598621	-3.99614086281105	6.43834331584191e-05	0.00157955031431431	SUSD5	3	33150043	33218810
ENSG00000144681	177.16984095554	2.61172040086404	0.787492827200575	3.31650055804106	0.00091152405385133	0.0115618464133099	STAC	3	36380503	36548007
ENSG00000178567	779.004492912752	-0.378279089952438	0.101660100005862	-3.72101827492422	0.000198421077061242	0.0036808240460033	EPM2AIP1	3	36985043	36993131
ENSG00000076242	1719.74547923763	-0.355710781077167	0.114199462821034	-3.11482009013136	0.00184057134503213	0.019368673660071	MLH1	3	36993350	37050846
ENSG00000093167	795.617650180168	-0.169237150310795	0.0498060488653766	-3.39792362908038	0.000678993720787384	0.00923519928508078	LRRFIP2	3	37052626	37183689
ENSG00000144668	365.025889595748	0.429512531800977	0.0861223795289572	4.98723484128258	6.12495970056015e-07	4.00868052126316e-05	ITGA9	3	37452115	37823507
ENSG00000172939	1950.7561342533	-0.14488064557602	0.0403641972380067	-3.58933548762865	0.000331521968099784	0.00535306701468468	OXSR1	3	38165089	38255484
ENSG00000144655	111.555659997203	0.320435608790756	0.108173672438136	2.96223287578603	0.00305416691640974	0.0279580616980364	CSRNP1	3	39141855	39154562
ENSG00000223797	40.6759810720828	-0.480016923641564	0.155624955265239	-3.08444698232008	0.00203930953556197	0.0208504919115881	ENTPD3-AS1	3	40313802	40453329
ENSG00000093183	1084.51395556196	-0.154619777923125	0.0442311284030643	-3.49572311414088	0.000472779013570416	0.00708591546685078	SEC22C	3	42547969	42601080
ENSG00000160746	637.525491418449	0.477444792742847	0.121008303160048	3.94555398493085	7.96156912409881e-05	0.0018428119753097	ANO10	3	43354859	43691594
ENSG00000186448	670.583317749371	-0.330820024437067	0.0578906402759815	-5.71456841485864	1.09982795087463e-08	1.40872441462335e-06	ZNF197	3	44584888	44648471
ENSG00000163807	1236.31409363547	-0.276328506268473	0.0851174575924908	-3.24643750041768	0.00116859103585342	0.013722071792209	KIAA1143	3	44737661	44761619
ENSG00000163808	1036.00388736531	-0.325268615551854	0.0721519034231866	-4.50810858923683	6.54080996535949e-06	0.000267762804817207	KIF15	3	44761721	44873376
ENSG00000011376	1911.97040543193	-0.370922193462993	0.0522554394148134	-7.09825039492145	1.2634612269465e-12	4.12164742127955e-10	LARS2	3	45388561	45554726
ENSG00000241186	142.347677831445	1.39274159083802	0.237586996451955	5.86202785353055	4.57248299030266e-09	6.49417005928836e-07	TDGF1	3	46574534	46582457
ENSG00000283877	13.500456869706	1.39396395847746	0.36690980089916	3.79920066201932	0.000145163525891226	0.00293390522125558		3	46581150	46617226
ENSG00000178038	239.213689662662	0.563301331148232	0.13955001024371	4.0365552834033	5.42417485520654e-05	0.00138104783691466	ALS2CL	3	46668995	46693704
ENSG00000160808	7.57205321225232	1.19164752927948	0.361230427608103	3.29885701259998	0.000970793468755778	0.0120913225786815	MYL3	3	46835111	46882172
ENSG00000160801	148.577939003239	0.614742026688369	0.127499481596255	4.82152569557135	1.42464364949424e-06	7.76598175303935e-05	PTH1R	3	46877721	46903799
ENSG00000114648	1116.00206194168	0.1748459217962	0.0552786587009281	3.16299139496423	0.00156156947289935	0.0169627718289244	KLHL18	3	47282917	47346816
ENSG00000164045	2141.6792249025	-0.150816991934494	0.0501502114446231	-3.00730520550305	0.00263574987841609	0.0251619505997124	CDC25A	3	48157146	48188417
ENSG00000164051	585.391884352059	-0.35213613107741	0.0711412686075563	-4.94981517717844	7.42839905124014e-07	4.64341662849676e-05	CCDC51	3	48432164	48440456
ENSG00000232112	2026.90707443091	-0.186100025217325	0.0665500796485679	-2.79639072109405	0.00516768837427375	0.0402278142722175	TMA7	3	48440257	48444208
ENSG00000164053	554.129292693022	-0.233712989694868	0.0527558272107668	-4.43008861866866	9.41943725350731e-06	0.000358866808355339	ATRIP	3	48446710	48467645
ENSG00000273211	11.3033287101783	-1.13957734771896	0.368323058490123	-3.09396145978603	0.00197503141047269	0.0203427260916866		3	48985485	48985963
ENSG00000178252	3999.48441231595	-0.141190712367559	0.0455387160183829	-3.10045439819962	0.00193223964319065	0.020020495915898	WDR6	3	49007062	49015953
ENSG00000178035	7886.11462466741	-0.215309080298893	0.056195064637631	-3.83145889567519	0.000127385658532638	0.00267830592028642	IMPDH2	3	49024325	49029447
ENSG00000172037	2386.87783043425	-0.224489280154541	0.0703010200315916	-3.19325779417797	0.00140677296035369	0.0157567628037899	LAMB2	3	49121114	49133118
ENSG00000183763	503.694908976901	-0.199287300385742	0.0721621234037477	-2.76166070212108	0.00575082075022775	0.0436285013165897	TRAIP	3	49828601	49856574
ENSG00000164076	669.651991038143	-0.510515848495128	0.138115355161169	-3.69630044320126	0.000218764066915719	0.00397507066063219	CAMKV	3	49857988	49869935
ENSG00000214706	2127.00202606268	-0.203780324400534	0.0478484915308316	-4.25886622296601	2.05466382329095e-05	0.000666332366012672	IFRD2	3	50287732	50292918
ENSG00000114383	710.45491781246	0.124891503655857	0.043815799386942	2.85037601512019	0.00436675714998168	0.0358933684162668	TUSC2	3	50320027	50328251
ENSG00000041880	302.219340860659	-0.450935240453513	0.129346626183742	-3.48625436749267	0.000489834996919224	0.00727884346311713	PARP3	3	51942345	51948867
ENSG00000114841	64.8825489256441	1.38513146263845	0.25021766312789	5.53570617407009	3.0997685218959e-08	3.2197496119474e-06	DNAH1	3	52316319	52400492
ENSG00000010319	47.1197691800305	1.20076218679313	0.178210123971153	6.73790108011766	1.6069090024145e-11	3.99393406576309e-09	SEMA3G	3	52433035	52445103
ENSG00000163938	3833.04183652951	-0.152551904039763	0.055312244839627	-2.75801324791779	0.00581538410430738	0.0439118508790131	GNL3	3	52681156	52694497
ENSG00000163933	770.344899980693	-0.200854733624976	0.0586989646770336	-3.42177642706468	0.000622134479857842	0.00860763662721804	RFT1	3	53088483	53130453
ENSG00000163946	2214.04165863052	-0.412702481697738	0.141695480905929	-2.91260158093348	0.00358431599358616	0.0311416351702421	TASOR	3	56620132	56683265
ENSG00000168374	3288.01919279197	0.309064888816525	0.105322689084211	2.93445687253021	0.00334131983827425	0.029672511945338	ARF4	3	57571363	57598220
ENSG00000163689	179.159407213053	-0.504131136572562	0.108764840939427	-4.63505607343575	3.5684073730573e-06	0.000161607828925576	CFAP20DC	3	58717365	59050084
ENSG00000163638	294.839124189458	0.918295463583443	0.254765908284689	3.60446760622811	0.000312793457500786	0.00514617951591916	ADAMTS9	3	64515654	64688000
ENSG00000241316	25.0105010004985	-0.593124404660318	0.214851521731945	-2.76062463918835	0.00576909399008234	0.0437085010249079	SUCLG2-AS1	3	67654669	67947713
ENSG00000163377	34.8106554309521	-3.47083241592491	0.649003010516218	-5.34794501671756	8.89584792035333e-08	7.77102564356221e-06	TAFA4	3	68731766	68953297
ENSG00000144747	919.140779210915	0.308485407191291	0.0690118024064923	4.47003840552164	7.82055529364228e-06	0.000312194174800504	TMF1	3	69019827	69052339
ENSG00000163602	961.96854844567	0.225941664803616	0.0740593951599914	3.05081704104538	0.0022821959491336	0.0226460064194451	RYBP	3	72371825	72446623
ENSG00000121440	25.0966003756725	1.36107823171625	0.313810422646158	4.33726267037013	1.44268176788947e-05	0.000509649914551545	PDZRN3	3	73382431	73624941
ENSG00000244026	263.8805464884	-0.230865671553612	0.0756695663385984	-3.05097125204284	0.00228102413523743	0.0226453741775973	FAM86DP	3	75421552	75435110
ENSG00000169855	3538.20458990381	0.355060622987797	0.103241779121214	3.43911763251318	0.000583613581163633	0.00820517464480426	ROBO1	3	78597239	79767998
ENSG00000080224	63.464456416108	-1.25660323851629	0.309691853779903	-4.05759216194738	4.95812536576306e-05	0.00128122629494612	EPHA6	3	96814581	97752460
ENSG00000080200	774.166300049173	-0.206453369491717	0.0562131169196397	-3.67269030441517	0.000240010289880659	0.00425376471318201	CRYBG3	3	97822011	97944984
ENSG00000057019	1290.86307235653	-0.161138406288298	0.0390681828837283	-4.12454315492138	3.71471340872543e-05	0.00104241648585174	DCBLD2	3	98795941	98901695
ENSG00000036054	1029.67514985707	0.370701635343509	0.0913603769303059	4.05757559019594	4.95847708744355e-05	0.00128122629494612	TBC1D23	3	100260992	100325251
ENSG00000244119	134.14921260509	0.748224099696863	0.157977647977352	4.73626560008116	2.17692256098342e-06	0.000109017563331669	PDCL3P4	3	101712472	101713191
ENSG00000163530	21.7728234168701	1.06343604696661	0.281965076706276	3.77151688212224	0.000162258177921724	0.0031502020267147	DPPA2	3	109293788	109316517
ENSG00000144834	7.40066023434067	2.33573257399784	0.85795472158389	2.72244270616728	0.00648012687495922	0.0472883917844805	TAGLN3	3	111998739	112013887
ENSG00000121579	5339.9163797655	-0.149536690050085	0.035620637166569	-4.19803523869666	2.69240742893069e-05	0.000819418109347157	NAA50	3	113716458	113746300
ENSG00000178075	123.391878960434	0.68551372575999	0.186639210316226	3.67293520262174	0.000239780301258891	0.00425329917560163	GRAMD1C	3	113828182	113947174
ENSG00000151576	1216.20539740763	-0.143434093586373	0.0477413948804688	-3.00439679120168	0.00266108026346614	0.0253373995167264	QTRT2	3	114005833	114088422
ENSG00000172020	25.9562211245103	-2.1780827084886	0.737055420761381	-2.9551138857898	0.0031255365210497	0.028421146117803	GAP43	3	115623510	115721490
ENSG00000121578	576.899818671633	0.249780636298295	0.0765585705295224	3.26260841301856	0.00110391940029108	0.013222965713871	B4GALT4	3	119211732	119240946
ENSG00000113845	1779.25930705802	-0.184420982083289	0.0402590473413423	-4.5808580744509	4.63072028429229e-06	0.000198115119048062	TIMMDC1	3	119498547	119525090
ENSG00000144843	32.3840045938541	-2.49353497210841	0.397552520326596	-6.27221522846826	3.55947075308423e-10	6.69501174620654e-08	ADPRH	3	119579268	119589945
ENSG00000163428	1582.10257295635	-0.195436750492722	0.0715026999846216	-2.73327791166984	0.0062707396887719	0.0461312555398801	LRRC58	3	120324509	120349354
ENSG00000180353	199.306138871823	-2.25536364712644	0.462092422717243	-4.88076310332947	1.05676123844553e-06	6.12862809340719e-05	HCLS1	3	121631399	121660927
ENSG00000173230	1992.028377034	0.147006496419783	0.0445492602701919	3.2998639153195	0.000967317220540369	0.0120571038390697	GOLGB1	3	121663199	121749767
ENSG00000160124	435.598995026329	-0.245701489289506	0.0847637768139232	-2.89866141558179	0.00374759350115975	0.0321659578834935	MIX23	3	122359591	122383231
ENSG00000173175	42.4382007949035	0.560565068421016	0.168101413555141	3.33468384688591	0.000853964292703415	0.0110465096053667	ADCY5	3	123282296	123449090
ENSG00000206527	1613.71218851592	-0.193023575275457	0.037980098693212	-5.08222942848633	3.73030458615093e-07	2.64004403897149e-05	HACD2	3	123490820	123585053
ENSG00000065534	772.995801565636	-0.195976377869443	0.0693636974436267	-2.82534503049981	0.00472297280552538	0.037969087868092	MYLK	3	123610049	123884332
ENSG00000160145	74.2441656418333	0.537467565939995	0.129671045444727	4.14485411216257	3.40030120651623e-05	0.000977844195449667	KALRN	3	124033369	124726325
ENSG00000082781	1222.55737210205	0.287424891193941	0.0660702910514367	4.35028946626217	1.35957936282947e-05	0.000486883326537801	ITGB5	3	124761948	124901418
ENSG00000171084	108.222876102928	-0.53982432161593	0.151690286842968	-3.55872701443806	0.000372656610512548	0.00584547311365964	FAM86JP	3	125916620	125930024
ENSG00000114544	498.893390651327	0.225193269690164	0.0761606367422928	2.9568196816967	0.00310829833813091	0.0283260814943244	SLC41A3	3	126006357	126101561
ENSG00000073111	9017.46652425119	-0.296371394910329	0.078425195363196	-3.77903291841096	0.000157438612591804	0.00310387474380707	MCM2	3	127598410	127622436
ENSG00000058262	7103.97978722351	0.235249559707572	0.072713231161629	3.23530609146846	0.00121512389623874	0.0141056368547777	SEC61A1	3	128051641	128071683
ENSG00000175792	4136.67201924476	-0.204325750663209	0.0653176492968297	-3.12818591702023	0.00175888884945989	0.0186880821369077	RUVBL1	3	128064778	128153914
ENSG00000179348	816.337946994211	-0.47875842397252	0.0912405488901155	-5.24721113360582	1.544188986079e-07	1.23051823096784e-05	GATA2	3	128479427	128493201
ENSG00000231305	64.3907519419664	-0.756518550940927	0.230898953291919	-3.27640528532185	0.00105137570154175	0.0127842876510126		3	128860620	128871540
ENSG00000287110	33.5823847151501	-0.868653031532561	0.263067857383242	-3.30201127637988	0.000959942109220459	0.0120010008121585		3	128872349	128876218
ENSG00000172780	142.878403706375	0.785015439653505	0.141224273131931	5.55864386655507	2.7187880540048e-08	2.89606413222001e-06	RAB43	3	129087569	129122801
ENSG00000181789	3392.63867767979	0.345568321862709	0.0860348692754791	4.01660774024329	5.90418775219553e-05	0.00147802915935657	COPG1	3	129249606	129277773
ENSG00000183624	1442.69012297055	-0.126047906897047	0.040493177476584	-3.11281837464934	0.00185310020556999	0.0194509452513153	HMCES	3	129278828	129306186
ENSG00000184897	7411.36129022957	-0.191433179927115	0.0631032968240684	-3.03364783714597	0.002416162951518	0.0235612564697771	H1-10	3	129314771	129316286
ENSG00000004399	1367.08506887489	0.444255512850852	0.0932004863495771	4.76666517795342	1.87300183666124e-06	9.6316582132545e-05	PLXND1	3	129555214	129606676
ENSG00000172765	411.824578390053	0.205548086909247	0.0514045651135329	3.99863487718008	6.37088723637313e-05	0.00156483980848233	TMCC1	3	129647792	129893711
ENSG00000271270	132.570486038754	-0.54000275683094	0.135810050274082	-3.97616196843418	7.00364334160796e-05	0.0016803435736201	TMCC1-DT	3	129893811	129918575
ENSG00000138246	1486.98709789242	-0.182078290245622	0.0488263592356993	-3.72909823906133	0.000192166228848801	0.00360147803043561	DNAJC13	3	132417502	132539032
ENSG00000182923	483.584773872293	-0.206599126925386	0.0709128559276034	-2.91342273869647	0.00357490287616737	0.031098675936926	CEP63	3	134485699	134587789
ENSG00000174611	54.2945127980646	0.459992847184377	0.167755710612736	2.74203987157416	0.00610589294581414	0.045387779844621	KY	3	134599923	134651636
ENSG00000073711	515.33427362385	0.292405140787082	0.0795514170480945	3.67567482311851	0.000237221526388214	0.00422947141582675	PPP2R3A	3	135965728	136147894
ENSG00000118007	1543.99539867586	-0.378994324265127	0.105481399388944	-3.59299674123258	0.000326896677766878	0.00530308963208508	STAG1	3	136336236	136752403
ENSG00000240695	59.8623444923354	-0.550924714879365	0.158657044908224	-3.47242516207238	0.000515778793107318	0.00753564005772889		3	136736500	136737229
ENSG00000168917	186.747179402574	-0.307564703926038	0.0959916162146059	-3.20407881495008	0.00135495379261699	0.0152829418056497	SLC35G2	3	136818647	136855888
ENSG00000158186	337.06648736542	0.449040467124914	0.0960538969444582	4.67488026419756	2.94125171999714e-06	0.0001389308900681	MRAS	3	138347648	138405534
ENSG00000051382	585.321872697807	0.263155615286235	0.0557944850747769	4.71651660434805	2.39916795842676e-06	0.000118415670534359	PIK3CB	3	138652698	138834928
ENSG00000175110	908.0150285606	-0.181677391237491	0.0548128109660785	-3.31450600754492	0.000918052071252827	0.0116093828852917	MRPS22	3	139005806	139357223
ENSG00000184432	3976.90234740657	0.302004346239744	0.0761084972261157	3.96807659127075	7.24550495564909e-05	0.00173079693894785	COPB2	3	139353946	139389736
ENSG00000248932	49.7969035088155	0.483011291826431	0.144054112170731	3.35298510086245	0.000799450099578686	0.010490835436206		3	139389761	139782699
ENSG00000114115	395.708751396295	0.498178485459831	0.097103829100189	5.13036911186916	2.89174575550565e-07	2.12584041843123e-05	RBP1	3	139517434	139539829
ENSG00000163714	5142.3008692171	-0.223506078338643	0.0637273865238258	-3.50722178533212	0.000452811576868072	0.00686052257028418	U2SURP	3	142964497	143060725
ENSG00000175040	82.2684346964975	0.529911941913919	0.184044825030647	2.87925477842519	0.00398616162041434	0.0335795641869592	CHST2	3	143119771	143124014
ENSG00000163755	773.887366526905	0.229927627021373	0.0681892295506287	3.37190533661415	0.000746501017337165	0.00994604227183493	HPS3	3	149129638	149173732
ENSG00000198843	1277.20114708782	0.156553847375075	0.0526554354383653	2.97317543899766	0.00294735932962426	0.0272519787794044	SELENOT	3	150602875	150630445
ENSG00000152601	1552.48395598076	-0.23136355805654	0.0672152558873742	-3.44212865073685	0.000577155691926308	0.0081362974584993	MBNL1	3	152243828	152465780
ENSG00000181467	1029.65471826629	0.302707480621576	0.107508500135254	2.81566090347041	0.00486770147831674	0.0387994931538594	RAP2B	3	153162226	153170627
ENSG00000196549	1210.46396319901	0.547933108835356	0.183863425243032	2.98010932903645	0.00288145522530598	0.0268927233768164	MME	3	155024124	155183704
ENSG00000240489	654.879840368825	-0.276911876321612	0.085739339813258	-3.22969452441238	0.00123922547186058	0.0143258856043772	SETP14	3	155987304	155988176
ENSG00000163659	603.5634989632	0.249103612393669	0.0898043022327235	2.77384942815021	0.00553973118279684	0.0425058829968513	TIPARP	3	156673235	156706770
ENSG00000168827	1646.71040863529	-0.246750915078973	0.0452569923434515	-5.45221638252938	4.97458724526042e-08	4.80830706048829e-06	GFM1	3	158644527	158695581
ENSG00000079257	103.969254551387	-2.30159015170709	0.565411579266415	-4.07064559005539	4.68830297102333e-05	0.00124178799501719	LXN	3	158645822	158672648
ENSG00000113810	7976.33213601369	-0.165787077408369	0.0477585839689793	-3.47135663645414	0.000517835756914153	0.00754599309614015	SMC4	3	160399274	160434954
ENSG00000173890	257.749789457859	0.403045539788781	0.0981586592427544	4.10606199084297	4.02461515748835e-05	0.00111115869045676	GPR160	3	170037995	170085392
ENSG00000163584	1564.4951654945	-0.662113642021807	0.232556684118346	-2.84710647871494	0.00441186029382679	0.0361644362836732	RPL22L1	3	170864875	170870208
ENSG00000279673	32.5904503074742	-0.776011808212718	0.237274437671479	-3.27052427487851	0.00107348328483949	0.0129400600582441		3	171460612	171462256
ENSG00000075651	95.2585743888347	0.654769690011799	0.203823458438788	3.21243538416575	0.00131614751146051	0.0149665183792334	PLD1	3	171600404	171810950
ENSG00000177565	2393.86799878952	-0.172345911969515	0.0386204900336263	-4.46255114369227	8.09895896339434e-06	0.000319037858939145	TBL1XR1	3	177019340	177228000
ENSG00000114450	1843.08462619327	-0.156835971315743	0.0415112271058983	-3.77815791654731	0.000157992686841044	0.00310578618857077	GNB4	3	179396088	179451476
ENSG00000163728	662.630473410306	0.214998590707802	0.0663683370890237	3.23947533022279	0.00119749825109677	0.0139673541415501	TTC14	3	180602163	180617828
ENSG00000242512	38.6954788042145	2.13423371829852	0.296853057028479	7.18952918882613	6.50151204285888e-13	2.18933174888399e-10	LINC01206	3	181952343	182035644
ENSG00000078070	585.995487909814	-0.254843171646744	0.0590146889166638	-4.31830068623449	1.57235124429793e-05	0.000544403802296054	MCCC1	3	183015218	183116075
ENSG00000114859	455.922145988364	-0.248281999916325	0.0886421558750828	-2.80094721823115	0.00509528521080778	0.0399172099929624	CLCN2	3	184346185	184361650
ENSG00000090534	25.2350850133459	1.06117743736642	0.304997891677984	3.47929433717793	0.000502736084622004	0.0073968456481594	THPO	3	184371935	184381968
ENSG00000090539	410.663312841295	0.46255534856485	0.070962204981957	6.51833393117449	7.10925867621488e-11	1.57901173023419e-08	CHRD	3	184380073	184390736
ENSG00000156931	888.647852206047	0.196336781439221	0.0700313724653837	2.80355467167617	0.0050542662367398	0.0396702896581405	VPS8	3	184812143	185052614
ENSG00000187068	67.6861879739718	-0.45023891200471	0.130345408383258	-3.45419848377674	0.00055193100296181	0.00784425832528024	C3orf70	3	185076838	185153060
ENSG00000163898	120.45119936692	1.70809413189257	0.304431313876607	5.61077016073616	2.01428144570715e-08	2.33634266797077e-06	LIPH	3	185506262	185552588
ENSG00000174013	1128.96156976102	-0.156560842548483	0.0505042003924858	-3.09995686164307	0.00193548829569619	0.0200235428776045	FBXO45	3	196568611	196589059
ENSG00000163975	465.575343626953	0.576031441632786	0.101116917561805	5.69668711747171	1.22157809621817e-08	1.53639201764114e-06	MELTF	3	196988621	197029817
ENSG00000228109	113.390914508921	0.44156119779031	0.117147689579215	3.76926936738029	0.000163726117245744	0.00317094051563697	MELTF-AS1	3	196999460	197004744
ENSG00000161267	285.525168237515	-0.373622165262254	0.133143890675501	-2.80615327798139	0.00501368368503277	0.0394763157135557	BDH1	3	197509783	197573323
ENSG00000250312	192.162133282644	-0.302030935921529	0.110288723556995	-2.73854775157902	0.00617111979276124	0.0456123100226218	ZNF718	4	124501	202303
ENSG00000251595	94.2378694570012	-0.384118742545173	0.135755331739586	-2.82949286501698	0.00466218395563938	0.0375673780879348	ABCA11P	4	425435	474129
ENSG00000090316	1926.56159152408	-0.275604406397009	0.0793825791365381	-3.47184998767764	0.000516885083489494	0.00754599309614015	MAEA	4	1289887	1340147
ENSG00000163950	2638.7486014161	-0.238978656972659	0.0433544040040183	-5.51221179169039	3.54352148153395e-08	3.6088605605593e-06	SLBP	4	1692731	1712344
ENSG00000109685	7466.70448948452	-0.109508776003978	0.0304670698147035	-3.59433239461477	0.000325224422966591	0.00529950743102175	NSD2	4	1871393	1982207
ENSG00000185049	1525.7080262893	-0.138091344328043	0.0364261063525764	-3.7909993176714	0.000150042366481167	0.00299011970190334	NELFA	4	1982717	2041903
ENSG00000123933	898.02033561233	0.359890788470583	0.110379909564045	3.26047366673883	0.00111226294857851	0.0132620364594073	MXD4	4	2247432	2262109
ENSG00000063978	1628.13276461263	0.154497562773289	0.0528517920531531	2.92322278529196	0.00346428549015341	0.030440804908848	RNF4	4	2462220	2625320
ENSG00000249673	237.654060942797	-0.341930184942829	0.11405289593472	-2.99799651854995	0.00271760777806678	0.0256850227209046	NOP14-AS1	4	2934882	2961738
ENSG00000087269	2548.04171766828	-0.121506972320921	0.0368419275053261	-3.29806230424167	0.000973545298496481	0.0120986182988152	NOP14	4	2937933	2963406
ENSG00000184160	64.210850921192	0.92399831999731	0.288107525716894	3.20713010775452	0.00134066346504909	0.0151709332375582	ADRA2C	4	3766348	3768526
ENSG00000072832	3775.55081053227	-0.233109868070797	0.0712002067016039	-3.27400549618834	0.00106034548878456	0.0128669416248923	CRMP1	4	5748084	5893086
ENSG00000109501	643.22094301327	0.191567119072002	0.0483021140685152	3.9660193506286	7.30829317714221e-05	0.00173389255627699	WFS1	4	6269849	6303265
ENSG00000178988	1268.54940414309	-0.18956849880781	0.0661298489934345	-2.86661018727914	0.00414893700959253	0.0345518575533597	MRFAP1L1	4	6707701	6709865
ENSG00000132405	3190.70042195399	-0.180041357075747	0.0524081094651927	-3.43537210010071	0.000591740711471154	0.00826931899203129	TBC1D14	4	6909242	7033118
ENSG00000251615	16.1269690319593	1.14032747894891	0.348004044654595	3.27676501599492	0.00105003718867571	0.0127754524622211		4	8355090	8358338
ENSG00000178163	352.139069863347	0.754132479761982	0.1838378187072	4.10216181341389	4.09307853369129e-05	0.00112293421322479	ZNF518B	4	10439880	10457426
ENSG00000157869	668.581557069383	-0.241817536931952	0.0586251140074388	-4.124811371817	3.71038719131443e-05	0.00104241648585174	RAB28	4	13361354	13484365
ENSG00000137449	296.380417236895	0.36381912199176	0.0880913168778333	4.13002251398184	3.62727711054088e-05	0.00102476713821208	CPEB2	4	15002481	15070153
ENSG00000048342	325.776127893774	0.307622896645101	0.107092724412332	2.87249108969046	0.0040724956321374	0.0341057215434274	CC2D2A	4	15469865	15601552
ENSG00000169762	412.397027499805	0.271009481432389	0.0855327007712109	3.16848970029959	0.00153233178358002	0.0167201665913761	TAPT1	4	16160505	16227410
ENSG00000109805	3456.16183503863	-0.23062403733449	0.0464538754211274	-4.96458121617989	6.88494706971833e-07	4.35587651277513e-05	NCAPG	4	17810979	17844865
ENSG00000178177	831.924503498631	0.137372265892782	0.041510909690922	3.30930511799465	0.000935278514675746	0.0117695093608704	LCORL	4	17841199	18021876
ENSG00000181982	85.7276617114976	0.524248581528861	0.131411374319068	3.98936990230375	6.62490423622004e-05	0.00161274768448328	CCDC149	4	24806117	24980204
ENSG00000091490	1148.90070613922	0.29989051516407	0.0806018181665179	3.72064206473006	0.000198716918443496	0.00368128821939957	SEL1L3	4	25747433	25863760
ENSG00000250317	509.942022572604	0.152742039323855	0.0517605126253482	2.95093753088245	0.00316810984907052	0.0286833466734147	SMIM20	4	25861830	25929874
ENSG00000168214	2266.32033963574	0.283184905069967	0.0822338790108187	3.44365252468161	0.00057391277595092	0.00809604792993467	RBPJ	4	26163455	26435131
ENSG00000157796	552.077377567339	-0.161808823404343	0.0594072463127202	-2.72372199432676	0.00645508174443186	0.0471880940687144	WDR19	4	39182504	39285810
ENSG00000035928	2621.28712434401	-0.158128033424394	0.0549720769350349	-2.87651553735667	0.00402092399500031	0.033809444690945	RFC1	4	39287456	39366375
ENSG00000163683	480.921607651477	0.341379240068849	0.0968514758553506	3.52477065583084	0.000423849577773124	0.00649715968043118	SMIM14	4	39546336	39638902
ENSG00000121892	4665.25317431337	-0.122243578737739	0.0413596821027486	-2.95562181629088	0.00312039446097287	0.0283867518763362	PDS5A	4	39822863	39977956
ENSG00000163694	91.1357498786309	1.12568060142488	0.26884982401271	4.18702376153186	2.82636246138677e-05	0.000849881594484792	RBM47	4	40423267	40630875
ENSG00000188848	1762.51891226565	-0.21393951822557	0.0653464439916004	-3.27392747267272	0.00106063830522271	0.0128669416248923	BEND4	4	42110853	42152878
ENSG00000183783	21.5843126958353	-1.3818083628177	0.415701340006307	-3.3240411560779	0.000887231013904094	0.0113502506790991	KCTD8	4	44173903	44448809
ENSG00000109184	1167.08510287691	-0.243470045608171	0.0645059504444094	-3.7743811839187	0.000160405335568468	0.00313229830190915	DCUN1D4	4	51843000	51916837
ENSG00000109189	1588.18594877336	-0.192198168292958	0.0472216435348812	-4.07012873558683	4.69871659057544e-05	0.00124178799501719	USP46	4	52590960	52659301
ENSG00000128045	20.829280648162	0.668655672637117	0.206285611801628	3.2414072256291	0.00118941141826469	0.0139195804879654	RASL11B	4	52862317	52866835
ENSG00000282278	484.031339125694	-0.317061580967232	0.0854322182539524	-3.71126475991467	0.000206226264319034	0.00379013375568027		4	53377839	54295272
ENSG00000109220	275.248596295968	-0.312676138028977	0.103067660658272	-3.03369782560291	0.00241576266898877	0.0235612564697771	CHIC2	4	54009789	54064605
ENSG00000134853	830.253645953251	-1.17917683144429	0.257161738545893	-4.585350986161	4.53224422727169e-06	0.000195101432942223	PDGFRA	4	54229280	54298245
ENSG00000090989	753.130515434798	0.110564305507385	0.0374750378368627	2.95034540028209	0.00317418856483058	0.0287134787073366	EXOC1	4	55853648	55905086
ENSG00000109265	563.199711175727	0.238359476020048	0.0881612984625373	2.70367474364429	0.0068577379440695	0.0492182374686432	CRACD	4	56049098	56330609
ENSG00000128050	12552.6014231516	-0.111473586834998	0.036507748896785	-3.05342263501803	0.00226247050885157	0.0224932663256205	PAICS	4	56435741	56464578
